COGS,COGS Local,Item Name,Bundle,Category,Sub-category,Contribution,Contribution %,Brand,Region,Reporting Week,Amazon store,Start date,End date,Parent ASIN,ASIN,FNSKU,MSKU,Currency code,Average sales price,Units sold,Units returned,Net units sold,Sales,Net sales,AWD Transportation Fee per unit,AWD Transportation Fee quantity,AWD Transportation Fee total,AWD outbound processing fee per unit,AWD outbound processing fee quantity,AWD outbound processing fee total,Base fulfillment fee per unit,Base fulfillment fee quantity,Base fulfillment fee total,Base monthly storage fee per unit,Base monthly storage fee quantity,Base monthly storage fee total,FBA Inventory Reimbursement per unit,FBA Inventory Reimbursement quantity,FBA Inventory Reimbursement total,FBA fulfillment fees per unit,FBA fulfillment fees quantity,FBA fulfillment fees total,Low-inventory-level fee per unit,Low-inventory-level fee quantity,Low-inventory-level fee total,Monthly inventory storage fee per unit,Monthly inventory storage fee quantity,Monthly inventory storage fee total,Referral Fee Refunds per unit,Referral Fee Refunds quantity,Referral Fee Refunds total,Referral fee per unit,Referral fee quantity,Referral fee total,Refund administration fee per unit,Refund administration fee quantity,Refund administration fee total,Storage utilization surcharge per unit,Storage utilization surcharge quantity,Storage utilization surcharge total,Sponsored Products charge per unit,Sponsored Products charge quantity,Sponsored Products charge total,Net proceeds total,Net proceeds per net unit sold,AWD Storage Fee per unit,AWD Storage Fee quantity,AWD Storage Fee total,FBA removal order fee per unit,FBA removal order fee quantity,FBA removal order fee total,Inbound Transportation Fee per unit,Inbound Transportation Fee quantity,Inbound Transportation Fee total,FBA inbound placement service fee per unit,FBA inbound placement service fee quantity,FBA inbound placement service fee total,Aged inventory surcharge per unit,Aged inventory surcharge quantity,Aged inventory surcharge total
1.32,1.32,Meowijuana Knock N' Nibble Gummy Bear | Refillable Treat Dispensing Cat Toy | Promotes Play and Cat Health | Interactive Puzzle Toy for Felines,0,Cat Toys,KnK,4.78,0.7836065574,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHKNHJG,B0FFTS34FF,,,USD,11.99,1,0,1,11.99,11.99,,,,,,,3.95,1,3.95,,,,,,,4.09,1,4.09,,,,,,,,,,1.8,1,1.8,,,,,,,,,,6.1,6.1,,,,,,,,,,,,,,,
1.49,1.49,Meowijuana Compressed Catnip Ball Refill - 2 Pack | Kalico Kush | Interactive Cat Toy Refill | Potent Hand Harvested Catnip Grown in North America,1,Clamshells,Compressed Catnip,-7.62,-1.243066884,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5RGWQ8,B0FGKK9FFG,,,USD,2.79,1,0,1,2.79,2.79,,,,,,,3.13,2,6.26,,,,,,,3.24,2,6.48,,,,,,,,,,1.05,1,1.05,,,,,,,0.3475,4,1.39,-6.13,-6.13,,,,,,,,,,,,,,,
1.49,1.49,Meowijuana Stick 'n' Lick Compressed Catnip - 2 Pack | Kalico Kush | Interactive Cat Toy | Potent Hand Harvested Catnip Grown in North America,1,Clamshells,Compressed Catnip,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5RGWQ8,B0FGKNPX45,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.49,1.49,Meowijuana Compressed Catnip Ball Refill - 2 Pack | Purrple Passion | Interactive Cat Toy Refill | Potent Hand Harvested Catnip Grown in North America,1,Clamshells,Compressed Catnip,-1.67,-9.277777778,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5RGWQ8,B0FGKQY7SM,,,USD,6.99,1,0,1,6.99,6.99,,,,,,,3.13,1,3.13,,,,,,,3.24,1,3.24,,,,,,,,,,1.05,1,1.05,,,,,,,,,,-0.18,-0.18,,,,,,,,,,0.24,12,2.88,,,
1.56,1.56,Meowijuana Stick 'n' Lick Compressed Catnip - 2 Pack | Purrple Passion | Interactive Cat Toy | Potent Hand Harvested Catnip Grown in North America,1,Clamshells,Compressed Catnip,-0.82,-0.06202723147,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5RGWQ8,B0FGL9Q5W2,,,USD,6.99,9,0,9,62.91,62.91,,,,,,,3.13,11,34.43,,,,,,,3.24,11,35.64,,,,,,,,,,1.05,9,9.45,,,,,,,0.328571,14,4.6,13.22,1.468889,,,,,,,,,,,,,,,
1.53,1.53,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy | Dragonfly | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Includes Potent Catnip Grown in North America,0,Cat Toys,JnJ,4.57,0.7491803279,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DNKSB3J9,B0FGLJ4MR2,,,USD,11.99,1,0,1,11.99,11.99,,,,,,,3.95,1,3.95,,,,,,,4.09,1,4.09,,,,,,,,,,1.8,1,1.8,,,,,,,,,,6.1,6.1,,,,,,,,,,,,,,,
1.62,1.62,Meowijuana Kicker Toy for Cats | Get Kickin' Big Fishy Tourist | Refillable Kicker Catnip Toy | Promotes Play and Cat Health | Includes Potent Hand Harvested Catnip Grown in North America,0,Cat Toys,Kickers ,21.65,0.6255417509,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRMZRV2,B0FGLJHD3N,,,USD,10.99,8,0,8,87.92,87.92,,,,,,,5.0625,8,40.5,,,,,,,5.22,8,41.76,,,,,,,,,,1.65,7,11.55,,,,,,,,,,34.61,4.32625,,,,,,,,,,,,,,,
1.22,1.22,Meowijuana Refillable Cat Toys | Get Paired - Wine and Cheese Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,2fer,4.21,0.7753222836,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRMZRV2,B0FGLNL5L6,,,USD,11.99,1,0,1,11.99,11.99,,,,,,,4.6,1,4.6,,,,,,,4.76,1,4.76,,,,,,,,,,1.8,1,1.8,,,,,,,,,,5.43,5.43,,,,,,,,,,,,,,,
1.02,1.02,Meowijuana Whack 'n' Roll Compressed Catnip Ball with Cage | Purple Passion | Interactive Cat Toy with Feather | Potent Hand Harvested Catnip Grown in North America,0,Clamshells,Compressed Catnip,7.97,0.8865406007,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5RGWQ8,B0FGLQ32YD,,,USD,8.99,1,0,1,8.99,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,8.99,,,,,,,,,,,,,,,
1.49,1.49,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy | Chameleon | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Includes Potent Catnip Grown in North America,0,Cat Toys,JnJ,-27.34,-1.057640232,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DNKSB3J9,B0FH7LWFBR,,,USD,11.99,1,0,1,11.99,11.99,,,,,,,3.95,3,11.85,,,,,,,4.09,3,12.27,,,,,,,,,,1.8,1,1.8,,,,,,,0.321607,56,18.01,-25.85,-25.85,,,,,,,,,,0.24,24,5.76,,,
2.42,2.42,Meowijuana Catnip Rollies King Size | Hand Harvested and Rolled Dried Premium Ground Catnip | High Potency | Grown in North America | Feline and Cat Lover Approved,0,Clamshells,Rollies,-5.69,-0.7016029593,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRY33CT,B0FN8FMTZ3,,,USD,16.21,1,2,-1,16.21,-9.66,,,,,,,,,,,,,,,,,,,,,,,,,-1.94,1,-1.94,,,,0.39,1,0.39,,,,,,,-8.11,8.11,,,,,,,,,,,,,,,
3.69,3.69,Meowijuana Refillable Cat Toys | Get Silly Trio - 3 Pack Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,1,Cat Toys,Plushes,20.3,0.8461859108,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRMZRV2,B0FR8XSWS2,,,USD,23.99,1,0,1,23.99,23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99,23.99,,,,,,,,,,,,,,,
1.49,1.49,Meowijuana Chameleon Jump 'n' Jamb Door Hanging Cat Toy and Honeysuckle Haze Catnip Blend | Refillable Interactive Catnip Toy | Catnip Grown in North America,0,Cat Toys,JnJ,13.56,0.8198307134,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DNKSB3J9,B0FR9C8PX5,,,USD,16.99,2,0,2,33.98,33.98,,,,,,,5.92,2,11.84,,,,,,,6.02,2,12.04,,,,,,,,,,2.55,2,5.1,,,,,,,0.3,1,0.3,16.54,8.27,,,,,,,,,,,,,,,
,0,Meowijuana Purrfect Pairings Sprinkle 'n' Scratch Rainbow Trout Hanging Cardboard Cat Scratching Post and Get Smoked Rainbow Trout Toy | Refillable Interactive Catnip Toy,1,Cat Toys,Scratchers,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5NKP51,B0FR9CD1CG,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.7,2.7,Meowijuana Purrfect Pairings | Refillable Treat Dispensing Cat Toys | Promotes Play and Cat Health | Interactive Puzzle Toy for Felines - Get Kickin' Gummy Worm & Knock 'n' Nibble Gummy Bear,1,Cat Toys,Kickers ,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRMZRV2,B0FR9GXP8K,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.37,3.37,Meowijuana Refillable Cat Toys | Grill n Thrill - 3 Pack Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,1,Cat Toys,Plushes,-0.6,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRMZRV2,B0FR9GYG6K,,,USD,0,0,0,0,0,0,,,,,,,,0,-0.22,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0.6,1,0.6,-0.6,,,,,,,,,,,,,,,,
1.53,1.53,Meowijuana Dragonfly Jump 'n' Jamb Door Hanging Cat Toy and Purrple Passion Catnip Blend | Refillable Interactive Catnip Toy | Catnip Grown in North America,0,Cat Toys,JnJ,15.46,0.9099470277,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DNKSB3J9,B0FR9KBCMW,,,USD,16.99,1,0,1,16.99,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99,16.99,,,,,,,,,,,,,,,
2.16,2.16,Meowijuana Knock N' Nibble Pumpkin & ChickenTreat Bundle | Crunchie Munchie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FR9M6H7P,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.18,3.18,"Meowijuana Compressed Catnip Ball Trio - Kalico Kush, Purrple Passion, and Whack n Roll | Interactive Cat Toy Refill | Potent Hand Harvested Catnip Grown in North America",1,Clamshells,Compressed Catnip,15,0.702247191,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0FX5RGWQ8,B0FR9S9G21,,,USD,19.99,2,0,2,39.98,39.98,,,,,,,6.205,2,12.41,,,,,,,6.31,2,12.62,,,,,,,,,,3,2,6,,,,,,,,0,0,21.36,10.68,,,,,,,,,,,,,,,
3.58,3.58,Meowijuana Catnip & Silvervine Spray Trio - 3 oz | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,1,Oils,Sprays,142.31,0.8153899043,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B08ZHZ1T3C,B0FR9SSDB3,,,USD,27.958889,9,0,9,251.63,251.63,,,,,,,4.2,10,42,,,,,,,4.35,10,43.5,,,,,,,,,,4.2,8,33.6,,,,,,,,,,174.53,19.392222,,,,,,,,,,,,,,,
2.42,2.42,Meowijuana Purrfect Pairing Jump 'n' Jamb Squid Door Hanging Cat Toy and Get Tangled Octopus | Refillable Interactive Catnip Toy | Includes Potent Catnip Grown in North America,1,Cat Toys,JnJ,12.22,0.7162954279,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DNKSB3J9,B0FR9V5YN6,,,USD,16.99,2,0,2,33.98,33.98,,,,,,,5.57,2,11.14,,,,,,,5.76,2,11.52,,,,,,,,,,2.55,2,5.1,,,,,,,0.3,1,0.3,17.06,8.53,,,,,,,,,,,,,,,
4.68,4.68,"Meowijuana Fall Favorites Bundle | Pumpkin Spice Latte Refillable Toy, Harvest Moon Blend, Pumpkin Knock n Nibble Toy, Chicken Crunchie Munchie Treats | Includes North American Organic Catnip",1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRN7CMR6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.35,1.35,Meowijuana Refillable Cat Toys | Get Spooked - Pumpkin Spice Latte Catnip Toy | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRN7J7SF,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.52,2.52,Meowijuana Get Spooked Bundle | Pumpkin Spice Latte Refillable Toy and Harvest Moon Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,18.46,0.8798856053,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRN7KHHB,,,USD,20.98,1,0,1,20.98,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.98,20.98,,,,,,,,,,,,,,,
3.36,3.36,"Meowijuana Refillable Cat Toys | Get Spooked Bundle - Scarecrow, Pumpkin, Pumpkin Spice Latte Catnip Toys | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play",1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRN7PVFJ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.2,1.2,Meowijuana Refillable Cat Toys | Get Spooked - Scarecrow Catnip Toy | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRNB2VVV,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.25,2.25,Meowijuana Get Spooked Bundle | Pumpkin Refillable Toy and Harvest Moon Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,15.58,0.8738081884,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRNB8QDX,,,USD,20.98,1,0,1,20.98,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,1,3.15,,,,,,,,,,17.83,17.83,,,,,,,,,,,,,,,
1.08,1.08,Meowijuana Refillable Cat Toys | Get Spooked - Pumpkin Catnip Toy | Includes Potent Hand Harvested Catnip Grown in North America | Promotes Play and Cat Health,0,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRNBPRG1,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,
2.37,2.37,Meowijuana Get Spooked Bundle | Scarecrow Refillable Toy and Harvest Moon Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FRNCSD5T,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.33,1.33,Meowijuana Knock N' Nibble Pumpkin | Refillable Treat Dispensing Cat Toy | Promotes Play and Cat Health | Interactive Puzzle Toy for Felines,0,Cat Toys,KnK,-1.14,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHKNHJG,B0FRTSWB9J,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,3,1.14,-1.14,,,,,,,,,,,,,,,,
2.34,2.34,Meowijuana Get Nogged | Eggnog & Get Frosted Sugar Cookies | Refillable Interactive Catnip Toy | Catnip Grown in North America,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FVG6YHGW,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.15,2.15,Meowijuana Knock N' Nibble Winter Buddy & Seafood Treat Bundle | Crunchie Munchie Catnip Treats | Refillable Treat Dispensing Toy | Interactive Puzzle Toy for Felines,1,Cat Toys,KnK,-0.56,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHKNHJG,B0FVG7WJFK,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,1,0.56,-0.56,,,,,,,,,,,,,,,,
2.35,2.35,Meowijuana Get Waddled Bundle | Penguin Refillable Toy and Feline Frost Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-3.36,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJHG2L46,B0FVGCFNVQ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,6,3.36,-3.36,,,,,,,,,,,,,,,,
2.49,2.49,Meowijuana Crunchie Munchie Catnip Treats | Salmon Trio | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRTF8RJ,B0G3D17RJ1,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.49,2.49,"Meowijuana Crunchie Munchie Catnip Treats | Salmon, Seafood, Chicken Trio | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack",1,Cat Treats,Crunchie Munchies,3.68,0.1559322034,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRTF8RJ,B0G3D2DLJW,,,USD,12.99,8,0,8,103.92,103.92,,,,,,,4.9275,8,39.42,,,,,,,5.13,8,41.04,,,,,,,,,,1.95,7,13.65,,,,,,,,,,23.6,2.95,,,,,,,0.5126,50,25.63,,,,,,
,0,,,,,-7.0797,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRY33CT,B0GXLQD7DQ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0797,,,,,,,,0.117995,60,7.0797,,,,,,
,0,,,,,-17.064,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B0DJRTF8RJ,B0GXLTHJ2R,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,3,2.25,-17.064,,,,,,,,0.37035,40,14.814,,,,,,
,0,,,,,-83.905,-1,SmarterPaw LLC dba Meowijuana,US,2026-W17,US,4/26/2026,5/2/2026,B08ZHZ1T3C,B0GXLWDHL8,,,USD,28.98,1,0,1,28.98,28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.964286,35,103.75,-83.905,-83.905,,,,,,,0.3654,25,9.135,,,,,,
3.54,4.840064575,Meowijuana | Dried Catnip Buds Jar | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys | Fresh Catnip for Extended Playtime | Elevate Your Cat's Enjoyment,0,Cat Jars,Buds,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B01E7B5ACA,B00U6DJCR8,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.76,2.406359789,Meowijuana Good Vibes Kalico Kush | Valerian Root and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B01E7B5C78,B00U869UMK,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.75,2.39268729,Meowijuana Meowi-Waui | Bud Shake and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B01E7B5DZ4,B00U86E6Z6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.5,2.05087482,"Meowijuana | 1oz. Premium Catnip Spray | Organic | High Potency | Use On Cat Toys, Teasers, and Scratchers | Grown In North America | Feline and Cat Lover Approved",0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0108I6PZC,B0108I6PZC,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.25,1.70906235,Meowijuana | King Size Catnip Joints | Organic | Dried Premium Ground Catnip | High Potency | Grown in North America | Feline and Cat Lover Approved,0,Clamshells,Rollies,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B01MEEJAML,B01MEEJAML,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07K1JRDM4,B07K1JRDM4,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07K1KFL7B,B07K1KFL7B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07K1NLFZ6,B07K1NLFZ6,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.8,2.461049784,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07KPRTSMT,B07KPRTSMT,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07QFSF3DG,B07QFSF3DG,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07WDCY1VZ,B07WDCY1VZ,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07WDCYXHN,B07WDCYXHN,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B07WFHN9N1,B07WFHN9N1,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.27,3.103657228,"Meowijuana Catnibas Catnip Pawty Mix Jar | Premium Cat Nip for Cats with Silvervine, Passion Flower, Chamomile, Dandelion & Valerian Root | High Potency Catnip | 60g",0,Cat Jars,Mix,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0F72JRCFK,B07WGHX6M3,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.18,1.613354858,Meowijuana Silvervine Sticks | 4 Chew Sticks for Cats | Promote Healthy Chewing Habits and Dental Health | Freshly Harvested from Silverine Plants,0,Clamshells,Silvervine Sticks,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B081ZDBFXP,B081ZDBFXP,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0B6R382FN,B0844PJQN4,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,CA,2026-W17,CA,4/26/2026,5/2/2026,B0B6R382FN,B0844QYJ4B,,,CAD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
