COGS,COGS Local,Item Name,Bundle,Category,Sub-category,Contribution,Contribution %,Brand,Region,Reporting Week,Amazon store,Start date,End date,Parent ASIN,ASIN,FNSKU,MSKU,Currency code,Average sales price,Units sold,Units returned,Net units sold,Sales,Net sales,AWD Transportation Fee per unit,AWD Transportation Fee quantity,AWD Transportation Fee total,AWD outbound processing fee per unit,AWD outbound processing fee quantity,AWD outbound processing fee total,Base fulfillment fee per unit,Base fulfillment fee quantity,Base fulfillment fee total,Base monthly storage fee per unit,Base monthly storage fee quantity,Base monthly storage fee total,FBA Inventory Reimbursement per unit,FBA Inventory Reimbursement quantity,FBA Inventory Reimbursement total,FBA fulfillment fees per unit,FBA fulfillment fees quantity,FBA fulfillment fees total,Low-inventory-level fee per unit,Low-inventory-level fee quantity,Low-inventory-level fee total,Monthly inventory storage fee per unit,Monthly inventory storage fee quantity,Monthly inventory storage fee total,Referral Fee Refunds per unit,Referral Fee Refunds quantity,Referral Fee Refunds total,Referral fee per unit,Referral fee quantity,Referral fee total,Refund administration fee per unit,Refund administration fee quantity,Refund administration fee total,Storage utilization surcharge per unit,Storage utilization surcharge quantity,Storage utilization surcharge total,Sponsored Products charge per unit,Sponsored Products charge quantity,Sponsored Products charge total,Net proceeds total,Net proceeds per net unit sold,AWD Storage Fee per unit,AWD Storage Fee quantity,AWD Storage Fee total,FBA removal order fee per unit,FBA removal order fee quantity,FBA removal order fee total,Inbound Transportation Fee per unit,Inbound Transportation Fee quantity,Inbound Transportation Fee total,FBA inbound placement service fee per unit,FBA inbound placement service fee quantity,FBA inbound placement service fee total,Aged inventory surcharge per unit,Aged inventory surcharge quantity,Aged inventory surcharge total
1.84,1.84,KITTY KA-ZOOM Jellyfish Toy and Seafood Treat Bundle for Cats | High Potency Hand Harvested Fresh Catnip | Soft Plush for Engaging Play | Low Calorie Carefully Crafted Treats,1,Cat Toys,Plushes,-79.7326,-1,Kitty Ka-Zoom,US,2025-W36,US,9/1/2025,12/31/2025,B0DTLQHHBQ,B0DHWJSYZN,,,USD,0,0,0,0,0,0,,,,,,,,,,0.1764,452,79.7326,,,,,,,,,,0.1764,452,79.7326,,,,,,,,,,0,452,0,,,,-79.7326,,,,,,,,,,,,,,,,
3.54,3.54,Meowijuana | Dried Catnip Buds Jar | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys | Fresh Catnip for Extended Playtime | Elevate Your Cat's Enjoyment,0,Cat Jars,Buds,406.1205,0.09107024108,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY5QZR,B00U6DJCR8,,,USD,20.059637,1157,12,1145,23209,22972.76,0.053162,582,30.94,0.013918,582,8.1,4.154483,1044,4337.28,0.078226,220.25,17.2293,-4.772857,7,-33.41,4.154483,1044,4337.28,,,,0.078226,220.25,17.2293,-2.975,12,-35.7,2.991688,1155,3455.4,0.595,12,7.14,0,28.46,0,1.578874,6548,10338.47,4459.4205,3.89469,0.000845,970,0.82,1.04,8,8.32,0.270967,776,210.2702,0.18,891,160.38,,,
1.84,1.84,"Meowijuana Purrple Passion - Premium Silvervine and Catnip Blend - Purrfect Gift For Cats, Kitties, Felines, and Cat Lovers",0,Blends,Pill Bottles,840.0712,0.2507801587,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY5QZR,B00U6EGXGK,,,USD,10.18366,1388,24,1364,14134.92,13886.93,0.024462,800,19.57,0.027,800,21.6,3.090757,1268,3919.08,0.03551,425,15.0916,-0.751739,23,-17.29,3.090757,1268,3919.08,,,,0.03551,425,15.0916,-1.5125,24,-36.3,1.50582,1378,2075.02,0.3025,24,7.26,0,23.99,0,0.848284,4668,3959.79,3349.8312,2.455888,,,,1.04,4,4.16,0.13109,1300,170.4172,0.18,2095,377.1,,,
1.76,1.76,Meowijuana Good Vibes Kalico Kush | Valerian Root and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,1766.7024,0.4403037895,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY5QZR,B00U869UMK,,,USD,9.035585,1291,15,1276,11664.94,11532.3,0.02205,800,17.64,0.027,800,21.6,3.080374,1203,3705.69,0.027565,464.74,12.8107,-4.076,5,-20.38,3.080374,1203,3705.69,,,,0.027565,464.74,12.8107,-1.322667,15,-19.84,1.333042,1282,1708.96,0.264667,15,3.97,0,11.96,0,0.730337,2377,1736.01,4012.4624,3.144563,0.000358,950,0.34,1.04,1,1.04,0.092376,950,87.7569,0.18,1348,242.64,,,
1.75,1.75,Meowijuana Meowi-Waui | Bud Shake and Catnip Blend | Large Bottle High Potency Blend | Premium Hand Harvested North American Catnip,0,Blends,Pill Bottles,2374.7394,0.5300770131,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY5QZR,B00U86E6Z6,,,USD,9.638372,1210,7,1203,11662.43,11596.7,0.0341,300,10.23,0.027,300,8.1,3.074362,949,2917.57,0.027097,307.29,8.3267,-2.834,5,-14.17,3.456238,949,3279.97,0.624828,580,362.4,0.027097,307.29,8.3267,-1.41,7,-9.87,1.429833,1198,1712.94,0.28,7,1.96,0,13.16,0,1.262053,1442,1819.88,4479.9894,3.724014,0.000477,1300,0.62,1.04,5,5.2,0.10118,800,80.9439,0.18,1136,204.48,,,
1.1,1.1,Meowijuana Crunchie Munchie Catnip Treats | Chicken | Made with Organic Catnip | Produced in The USA | Low Calorie Cat Snack,0,Cat Treats,Crunchie Munchies,-2764.804,-1.715134702,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRTF8RJ,B00UDP417A,,,USD,4.035945,1063,15,1048,4290.21,4238.76,0.028026,152,4.26,0.16875,152,25.65,3.220797,1067,3436.59,0.047565,1779.05,84.6212,-0.669091,11,-7.36,3.220797,1067,3436.59,,,,0.047565,1779.05,84.6212,-0.58,15,-8.7,0.584494,1068,624.24,0.118,15,1.77,0,537.49,0,0.866181,1359,1177.14,-1612.004,-1.538172,0.000317,600,0.19,1.04,3,3.12,0.195425,900,175.8828,0.18,1852,333.36,,,
,0,Meowijuana Men's Baseball Design T-Shirt X-Large Charcoal,0,Other,Apparel ,-538.1707,-1,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B00UDP42NS,B00UDP42NS,,,USD,8.59,4,0,4,34.36,34.36,,,,,,,3.11,3,9.33,0.0433,500.71,21.6807,,,,3.11,3,9.33,,,,0.0433,500.71,21.6807,,,,1.29,4,5.16,,,,0,4.83,0,,,,-538.1707,-134.542675,,,,1.04,496,515.84,,,,0.18,114,20.52,,,
1.5,1.5,"Meowijuana | 1oz. Premium Catnip Spray | Organic | High Potency | Use On Cat Toys, Teasers, and Scratchers | Grown In North America | Feline and Cat Lover Approved",0,Oils,Sprays,-5976.9049,-1.269951274,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZHZ1T3C,B0108I6PZC,,,USD,8.433726,875,28,847,7379.51,7132.49,0.008494,312,2.65,0.05625,312,17.55,2.909628,968,2816.52,0.004247,352.33,1.4964,-2.863913,23,-65.87,3.605289,968,3489.92,0.7,962,673.4,0.004247,352.33,1.4964,-1.195714,28,-33.48,1.213227,905,1097.97,0.239286,28,6.7,0,67.33,0,1.482942,4698,6966.86,-4706.4049,-5.556558,0.000116,1464,0.17,1.04,7,7.28,0.049654,1080,53.6265,0.18,1533,275.94,,,
,0,Meowijuana | Cigar Box | Grand Daddy Purr Catnip Buds | Premium Organic Catnip | Grown in North America | Perfect for Cat Toys,0,Other,Cigar Box,1322.4409,1,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B017ME6VMW,B017ME6VMW,,,USD,23.496344,93,2,91,2185.16,2140.18,0.1024,25,2.56,0.054,25,1.35,4.393478,92,404.2,0.095869,260.15,24.9404,8.18,1,8.18,4.393478,92,404.2,,,,0.095869,260.15,24.9404,-3.375,2,-6.75,3.51914,93,327.28,0.675,2,1.35,0,260.15,0,,,,1322.4409,14.532318,,,,,,,,,,,,,0.191586,264,50.5787
1.25,1.25,Meowijuana | King Size Catnip Joints | Organic | Dried Premium Ground Catnip | High Potency | Grown in North America | Feline and Cat Lover Approved,0,Clamshells,Rollies,891.7745,0.6095417404,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY33CT,B01MEEJAML,,,USD,12.344072,469,12,457,5789.37,5650.42,0.026204,108,2.83,0.1125,108,12.15,3.064655,449,1376.03,0.006179,243.66,1.5055,-0.642857,14,-9,3.064655,449,1376.03,,,,0.006179,243.66,1.5055,-1.764,10,-17.64,1.830442,475,869.46,0.352727,11,3.88,,0,0,0.721022,2564,1848.7,1463.0245,3.201367,0.000366,792,0.29,1.04,6,6.24,,,,0.16,505,80.8,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B07K1NLFZ6,B07K1NLFZ6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.8,1.8,Meowijuana Premium Catnip Spray - 3 oz. | High Potency Formula | Natural Formula for Pet Owners & Multi-Cat Households | Enhance Playtime & Relaxation | Perfect for New Cat Owners,0,Oils,Sprays,3602.2091,0.4233406097,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZHZ1T3C,B07KPRTSMT,,,USD,10.141912,2772,46,2726,28113.38,27661.81,,,,,,,3.121341,2469,7706.59,0.018138,1006.75,18.2609,-2.2868,25,-57.17,3.489741,2469,8616.17,0.650629,1398,909.58,0.018138,1006.75,18.2609,-1.502889,45,-67.63,1.514399,2796,4234.26,0.300667,45,13.53,0,73.89,0,1.69914,2907,4939.4,8509.0091,3.121427,,,,1.04,16,16.64,0.117258,2400,281.42,0.251927,4588,1155.84,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B07QCQNDG4,B07QCQNDG4,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B07WDCYXHN,B07WDCYXHN,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B07WFHN9N1,B07WFHN9N1,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.27,2.27,"Meowijuana Catnibas Catnip Pawty Mix Jar | Premium Cat Nip for Cats with Silvervine, Passion Flower, Chamomile, Dandelion & Valerian Root | High Potency Catnip | 60g",0,Cat Jars,Mix,5496.5184,0.7244473328,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY5QZR,B07WGHX6M3,,,USD,17.444365,937,16,921,16345.37,16072.32,0.04791,665,31.86,0.014211,665,9.45,4.284269,855,3663.05,0.070383,548.37,38.5961,-2.825833,12,-33.91,4.284269,855,3663.05,,,,0.070383,548.37,38.5961,-2.611875,16,-41.79,2.634036,939,2473.36,0.52125,16,8.34,0,55.56,0,1.869613,852,1592.91,7587.1884,8.23799,,,,1.53,8,12.24,0.277241,1140,316.0546,0.18,2048,368.64,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B07WHJBQ4J,B07WHJBQ4J,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B07ZXJL91L,B07ZXJL91L,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.18,1.18,Meowijuana Silvervine Sticks | 4 Chew Sticks for Cats | Promote Healthy Chewing Habits and Dental Health | Freshly Harvested from Silverine Plants,0,Clamshells,Silvervine Sticks,1818.1859,0.7643656945,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZHLJKCS,B081ZDBFXP,,,USD,8.778436,486,11,475,4266.32,4177.11,0.010088,228,2.3,0.011842,228,2.7,2.426173,473,1147.58,0.013104,958.1,12.555,-3.011429,7,-21.08,2.426173,473,1147.58,,,,0.013104,958.1,12.555,-1.227,10,-12.27,1.295364,481,623.07,0.246,10,2.46,0,957.28,0,,,,2378.6859,5.00776,,,,1.04,2,2.08,0.099019,84,8.3176,,,,0.025609,1012,25.9165
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0844PJQN4,B0844PJQN4,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,3.51,"Meowijuana Purr-Effect Trio Pack | Purrple Passion, Whisker Tickler and Paw Natural OG Catnip Blends | Large Bottle High Potency Blends | Premium Hand Harvested North American Catnip",1,Blends,Pill Bottles,4785.342,0.7806848393,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY5QZR,B0844RR5FH,,,USD,25.989077,390,7,383,10135.74,9979.3,0.1022,200,20.44,0.054,200,10.8,5.227429,350,1829.6,0.183999,155.17,28.5512,-5.233333,3,-15.7,5.227429,350,1829.6,,,,0.183999,155.17,28.5512,-3.9,6,-23.4,3.887198,389,1512.12,0.78,6,4.68,0,4.5,0,0.647885,364,235.83,6129.672,16.004366,,,,1.04,3,3.12,0.502347,250,125.5868,0.22,475,104.5,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Crunchie Munchie Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0844WB78N,B0844WB78N,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08455M66Q,B08455M66Q,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B087QS3XDL,B087QS3XDL,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,-54.252,-1,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0892NW7V7,B0892NW7V7,,,USD,0,0,0,0,0,0,,,,,,,,,,0.007843,1.53,0.012,,,,,,,,,,0.007843,1.53,0.012,,,,,,,,,,,0,0,,,,-54.252,,,,,1.04,48,49.92,,,,0.18,24,4.32,,,
2.09,2.09,Meowijuana Birthjays Bundle | Birthjays Catnip Joints and Get Lit Cake Refillable Toy | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America,1,Clamshells,Rollies,291.3903,0.5799039286,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY33CT,B08W24837G,,,USD,20.285146,103,2,101,2089.37,2051.74,,,,,,,5.173962,106,548.44,0.178209,162.32,28.9269,,,,5.173962,106,548.44,,,,0.178209,162.32,28.9269,-3,2,-6,2.994231,104,311.4,0.6,2,1.2,0,73.45,0,0.700656,793,555.62,502.4803,4.975052,,,,1.04,1,1.04,0.788437,75,59.1328,0.22,225,49.5,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZGGV8FM,B08ZGGV8FM,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.42,2.42,Meowijuana Meowi-Waui Bundle | King Size Catnip Rollies and Meowi-Waui | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America,1,Clamshells,Rollies,1299.1844,0.7178590128,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY33CT,B08ZGL2CNL,,,USD,20.324766,214,3,211,4349.5,4289.53,0.051133,150,7.67,0.027,150,4.05,4.867458,177,861.54,0.112657,104.02,11.7186,-12.44,1,-12.44,4.867458,177,861.54,,,,0.112657,104.02,11.7186,-3,3,-9,3.028169,213,645,0.6,3,1.8,0,69.31,0,0.68593,1312,899.94,1809.8044,8.577272,,,,,,,0.32397,100,32.397,0.22,150,33,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZGRW84Y,B08ZGRW84Y,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.23,3.23,"Meowijuana Get Baked Bundle | Get Baked Cookie Refillable Toy, King Size Catnip Joints, and Kalico | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,2098.5683,0.7793001663,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY33CT,B08ZGZDYFG,,,USD,28.334462,186,2,184,5270.21,5217.73,,,,,,,5.24625,144,755.46,0.172556,176.13,30.3923,-6.32,1,-6.32,5.24625,144,755.46,,,,0.172556,176.13,30.3923,-4.05,2,-8.1,4.241237,186,788.87,0.81,2,1.62,0,126.71,0,0.74152,1151,853.49,2692.8883,14.635262,,,,1.04,1,1.04,0.608285,75,45.6214,0.33,75,24.75,0.253493,134,33.968
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZH4QY67,B08ZH4QY67,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,Meowijuana | Crunchie Munchie Treat Bundles | Organic Catnip Center | Grown in The USA | Promotes Cat Health | High Potency Cat Treats (Get Smoked Bundle),1,Cat Treats,Crunchie Munchies,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B08ZH6HG89,B08ZH6HG89,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.37,3.37,"Meowijuana Get Higher Bundle | Get Higher Kite Refillable Toy, King Size Catnip Joints, and Whisker Tickle | Hand Harvested and Rolled Dried High Potency Catnip | Grown in North America",1,Cat Toys,Plushes,1171.6968,0.771458753,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJRY33CT,B08ZHDPPNH,,,USD,26.291121,107,4,103,2813.15,2709.19,,,,,,,5.245,100,524.5,0.15037,259.13,38.9653,-16.95,2,-33.9,5.245,100,524.5,,,,0.15037,259.13,38.9653,-3.9,4,-15.6,3.939533,107,421.53,0.78,4,3.12,0,258.5,0,0.776607,224,173.96,1518.8068,14.745697,,,,1.04,5,5.2,,,,,,,0.270453,266,71.9405
2.26,2.26,Meowijuana Sleepy Time Bundle | Get Hung Refillable Moon and Stars Toy and Mice Dreams Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-13.4645,-0.1063080561,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BSNX6VSP,B08ZHSFPT4,,,USD,18.133016,63,1,62,1142.38,1124.39,,,,,,,5.417288,59,319.62,0.122482,47.86,5.862,-4.35,2,-8.7,5.417288,59,319.62,,,,0.122482,47.86,5.862,-2.7,1,-2.7,2.71,60,162.6,0.54,1,0.54,0,5.33,0,0.77633,564,437.85,126.6555,2.042831,,,,1.04,1,1.04,0.591825,100,59.1825,0.22,102,22.44,,,
,0,,,,,-1.1002,-1,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BBNBR49B,B0BBNBR49B,,,USD,0,0,0,0,0,0,,,,,,,,,,0.066889,0.9,0.0602,,,,,,,,,,0.066889,0.9,0.0602,,,,,,,,,,,0,0,,,,-1.1002,,,,,1.04,1,1.04,,,,,,,,,
3.51,3.51,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (HH, SS, RMM)",1,Blends,PIll Bottles,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BBND4WFP,B0BBND4WFP,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BBNGJZYJ,B0BBNGJZYJ,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
3.51,3.51,"Meowijuana | Catnip Bundles | All Natural | High Potency | Cat Dental Health | Organic Catnip | Feline and Cat Lover Approved (to, GP, RMM)",1,Blends,PIll Bottles,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BBNKH9V7,B0BBNKH9V7,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.1,2.1,Meowijuana | Furry and Bright Bundle | Get Blitzed Reindeer and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,2fer,163.9263,0.7430043472,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJHG2L46,B0BL5KYLQR,,,USD,18.633448,29,2,27,540.37,504.39,,,,,,,5.29,27,142.83,0.152544,76.33,11.6437,,,,5.29,27,142.83,,,,0.152544,76.33,11.6437,-2.7,2,-5.4,2.778276,29,80.57,0.54,2,1.08,0,50.87,0,0.754603,63,47.54,220.6263,8.171344,,,,,,,,,,0.22,25,5.5,,,
2.11,2.11,Meowijuana | Get Stuffed Bundle | Get Stuffed Stocking and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,118.371,0.7371879106,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJHG2L46,B0BL5MM9V5,,,USD,17.959524,21,1,20,377.15,359.16,,,,,,,4.43,21,93.03,0.108929,74.81,8.149,11.14,1,11.14,4.43,21,93.03,,,,0.108929,74.81,8.149,-2.7,1,-2.7,2.695238,21,56.6,0.54,1,0.54,0,73.8,0,0.502292,48,24.11,160.571,8.02855,,,,,,,,,,0.18,24,4.32,0.35,2,0.7
2.05,2.05,Meowijuana | Get Twisted Bundle | Get Twisted Candy Cane and Winter Lift | Promotes Play and Cat Health | Includes Organic Catnip | Feline and Cat Lover Approved,1,Cat Toys,Plushes,505.749,0.7965818185,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DJHG2L46,B0BL5P83QD,,,USD,19.805469,64,1,63,1267.55,1249.56,,,,,,,4.16,48,199.68,0.093342,76.63,7.1528,,,,4.16,48,199.68,,,,0.093342,76.63,7.1528,-2.7,1,-2.7,2.927344,64,187.35,0.54,1,0.54,0,28.71,0,0.707765,255,180.48,634.899,10.077762,,,,1.04,1,1.04,0.412254,48,19.7882,0.18,96,17.28,,,
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BQNFC3Y5,B0BQNFC3Y5,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
1.4,1.4,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Funky Monkey + Happy Grass Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,1,Cat Toys,JnJ,254.572,0.816009129,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DNKSB3J9,B0BSM9K4CH,,,USD,19.290952,42,1,41,810.22,809.95,,,,,,,5.761951,41,236.24,0.240403,93.9,22.5738,,,,5.761951,41,236.24,,,,0.240403,93.9,22.5738,,,,2.856667,42,119.98,,,,0,93.9,0,0.68,97,65.96,311.972,7.609073,,,,,,,1.753224,25,43.8306,0.27,24,6.48,0.142706,17,2.426
2.24,2.24,Meowijuana | Get Toasted Bundle | Get Toasted Refillable Champagne Toy and Purrple Passion Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BSM9T5TX,B0BSM9T5TX,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
2.56,2.56,Meowijuana Jump 'n' Jamb Door Hanging Cat Toy Bundle | Deep Sea Squid + Sierra Sunshine Blend | Refillable Interactive Catnip Toy | Promotes Play and Cat Health | Potent Catnip Grown in North America,0,Cat Toys,JnJ,11.3152,0.2063492063,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0DNKSB3J9,B0BSMBZN6Y,,,USD,18.883889,18,1,17,339.91,320.92,,,,,,,5.625294,17,95.63,0.20825,127.14,26.4769,,,,5.625294,17,95.63,,,,0.20825,127.14,26.4769,-2.85,1,-2.85,2.833889,18,51.01,0.57,1,0.57,0,127.14,0,0.696538,52,36.22,54.8352,3.2256,,,,1.04,1,1.04,,,,,,,0.362424,160,57.9879
2.09,2.09,Meowijuana Get a Rise Bundle | Get a Rise Refillable Balloon Toy and Cloud 9 Catnip Blend | Promotes Play and Cat Health | Includes North American Organic Catnip,1,Cat Toys,Plushes,-105.1726,-1.24800469,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BSNX6VSP,B0BSMC7RWX,,,USD,19.689,10,0,10,196.89,196.89,,,,,,,5.618,10,56.18,0.191607,145.01,27.7849,,,,5.618,10,56.18,,,,0.191607,145.01,27.7849,,,,2.85,10,28.5,,,,0,145.01,0,0.860246,122,104.95,-84.2726,-8.42726,,,,,,,,,,,,,0.340897,187,63.7477
,0,,,,,0,,SmarterPaw LLC dba Meowijuana,US,2025-W36,US,9/1/2025,12/27/2025,B0BSMF48M6,B0BSMF48M6,,,USD,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
